patch_name,correctness,prediction
Math_58_dynamoth_patch_127805_12.diff,overfitting,overfitting
Math_85_Nopol_patch_18172_1.diff,overfitting,overfitting
Lang_58_TBar_Patch_1399853_288_cp135.diff,overfitting,overfitting
Closure_126_jKali_patch_42000_19.diff,overfitting,overfitting
Math_80_jGenProg_patch_696000_1212.diff,overfitting,overfitting
Lang_58_kPAR_Patch_2464290_300_cp220.diff,overfitting,overfitting
Lang_58_kPAR_Patch_968841_140_cp84.diff,overfitting,overfitting
Chart_13_jKali_patch_38000_121.diff,overfitting,overfitting
Lang_58_TBar_Patch_1478868_296_cp143.diff,overfitting,overfitting
Math_50_kPAR_Patch_252922_3_cp3.diff,overfitting,correct
Math_80_jKali_patch_441000_559.diff,overfitting,overfitting
Chart_7_kPAR_Patch_2827929_381_cp195.diff,overfitting,overfitting
Closure_62_TBar_Patch_932636_16_cp16.diff,overfitting,overfitting
Closure_126_TBar_Patch_143129_3_cp1.diff,overfitting,correct
Closure_62_TBar_Patch_768256_13_cp13.diff,overfitting,correct
Closure_46_jKali_patch_115000_209.diff,overfitting,overfitting
Math_50_SimFix_patch_661692_4.diff,overfitting,overfitting
Math_7_Nopol_patch_463165_1.diff,overfitting,overfitting
Chart_25_Nopol_patch_28112_1.diff,overfitting,overfitting
Math_20_Nopol_patch_274583_1.diff,overfitting,overfitting
Lang_51_kPAR_Patch_2929037_256_cp247.diff,overfitting,overfitting
Mockito_29_TBar_Patch_622918_79_cp30.diff,overfitting,overfitting
Math_95_jGenProg_patch_925000_2552.diff,overfitting,overfitting
Math_88_jMutRepair_patch_26000_65.diff,overfitting,overfitting
Math_50_kPAR_Patch_187039_1_cp1.diff,overfitting,correct
Math_50_FixMiner_Patch_69669_5.diff,overfitting,overfitting
Math_95_TBar_Patch_206408_49_cp25.diff,overfitting,overfitting
Chart_9_TBar_Patch_381028_88_cp31.diff,correct,overfitting
Math_89_TBar_Patch_98798_14_cp12.diff,correct,overfitting
Lang_33_SimFix_patch_141856_2.diff,correct,overfitting
Lang_57_FixMiner_Patch_70852_12.diff,correct,correct
Closure_46_TBar_Patch_298256_9_cp4.diff,correct,correct
Closure_46_Avatar_Patch_571679_15.diff,correct,correct
Lang_57_FixMiner_Patch_59732_11.diff,correct,correct
Closure_62_Avatar_Patch_136255_1.diff,correct,overfitting
Closure_126_dynamoth_patch_78445_3.diff,correct,overfitting
Math_34_FixMiner_Patch_274107_18.diff,correct,overfitting
Time_7_kPAR_Patch_1598706_221_cp100.diff,correct,correct
Math_50_kPAR_Patch_3212488_112_cp91.diff,correct,correct
Chart_7_SimFix_patch_1414670_1.diff,correct,overfitting
Closure_126_jGenProg_patch_1668000_2546.diff,correct,overfitting
Time_7_SimFix_patch_878305_1.diff,correct,correct
Chart_8_TBar_Patch_23495_1_cp1.diff,correct,correct
Math_59_Avatar_Patch_301850_15.diff,correct,correct
Math_70_FixMiner_Patch_104934_23.diff,correct,correct
Lang_55_dynamoth_patch_135412_1.diff,correct,overfitting
Lang_55_dynamoth_patch_135415_2.diff,correct,overfitting
Chart_11_TBar_Patch_2522058_225_cp174.diff,correct,correct
Lang_43_SimFix_patch_1529136_2.diff,correct,correct
Math_50_kPAR_Patch_3344204_116_cp95.diff,correct,correct
Chart_24_FixMiner_Patch_83379_29.diff,correct,correct
Math_75_FixMiner_Patch_2367936_1362.diff,correct,overfitting
Chart_1_jMutRepair_patch_18000_39.diff,correct,overfitting
Math_59_SimFix_patch_64680_1.diff,correct,overfitting
Closure_62_TBar_Patch_494019_8_cp8.diff,correct,overfitting
Math_30_FixMiner_Patch_618966_113.diff,correct,correct
Closure_86_TBar_Patch_126225_2_cp2.diff,correct,overfitting
Lang_55_dynamoth_patch_135425_8.diff,correct,overfitting
Closure_73_Avatar_Patch_2395147_180.diff,correct,correct
Math_50_kPAR_Patch_2782940_99_cp78.diff,correct,correct
Math_30_TBar_Patch_2595482_148_cp70.diff,correct,correct
Lang_59_kPAR_Patch_34030_1_cp1.diff,correct,correct
Mockito_38_TBar_Patch_211019_30_cp11.diff,correct,overfitting
Lang_58_SimFix_patch_16215_1.diff,correct,overfitting
Closure_62_SimFix_patch_3253994_1.diff,correct,overfitting
Closure_73_SimFix_patch_73123_1.diff,correct,overfitting
Lang_59_FixMiner_Patch_243478_103.diff,correct,correct
Mockito_29_TBar_Patch_893152_100_cp45.diff,correct,overfitting
Math_33_SimFix_patch_834502_2.diff,correct,overfitting
Lang_57_Avatar_Patch_23805_2.diff,correct,correct
Lang_57_TBar_Patch_189085_37_cp17.diff,correct,correct
Mockito_38_TBar_Patch_181808_28_cp9.diff,correct,overfitting
Chart_1_SimFix_patch_1598853_1.diff,correct,overfitting
Math_57_SimFix_patch_233452_1.diff,correct,overfitting
Lang_33_TBar_Patch_280845_47_cp28.diff,correct,correct
Math_53_SimFix_patch_41203_1.diff,correct,overfitting
Chart_24_TBar_Patch_83655_103_cp3.diff,correct,correct
Math_79_SimFix_patch_1032079_1.diff,correct,overfitting
Closure_126_jKali_patch_54000_21.diff,correct,overfitting
Math_33_SimFix_patch_1210647_3.diff,correct,overfitting
Closure_126_jKali_patch_77000_23.diff,correct,overfitting
Math_65_TBar_Patch_1866357_309_cp191.diff,correct,correct
Lang_57_TBar_Patch_198912_38_cp18.diff,correct,correct
Lang_43_SimFix_patch_35321_1.diff,correct,overfitting
Chart_20_SimFix_patch_48210_1.diff,correct,correct
Math_30_FixMiner_Patch_546814_111.diff,correct,correct
Closure_62_jMutRepair_patch_5000_15.diff,correct,overfitting
Math_33_SimFix_patch_189503_1.diff,correct,overfitting
Math_50_kPAR_Patch_2715069_97_cp76.diff,correct,correct
Math_82_jMutRepair_patch_9000_37.diff,correct,overfitting
Math_34_TBar_Patch_72268_1_cp1.diff,correct,overfitting
Mockito_38_Avatar_Patch_89137_10.diff,correct,overfitting
Math_89_Avatar_Patch_47337_6.diff,correct,overfitting
Closure_46_jKali_patch_6000_15.diff,correct,overfitting
Math_89_kPAR_Patch_110348_12_cp11.diff,correct,overfitting
Math_50_kPAR_Patch_2680735_96_cp75.diff,correct,correct
Closure_126_dynamoth_patch_68215_1.diff,correct,correct
Math_30_TBar_Patch_2523494_146_cp68.diff,correct,correct
Math_70_SimFix_patch_21251_1.diff,correct,overfitting
Lang_59_Avatar_Patch_49998_12.diff,correct,correct
Chart_11_FixMiner_Patch_2022695_348.diff,correct,correct
Lang_55_dynamoth_patch_135422_6.diff,correct,overfitting
Lang_59_TBar_Patch_55338_4_cp4.diff,correct,correct
Chart_24_Avatar_Patch_40361_27.diff,correct,correct
Math_75_SimFix_patch_32270_1.diff,correct,overfitting
Math_50_kPAR_Patch_3544882_122_cp101.diff,correct,correct
Math_50_kPAR_Patch_2815490_100_cp79.diff,correct,correct
Chart_1_jMutRepair_patch_10000_34.diff,correct,overfitting
Math_58_TBar_Patch_1156375_100_cp56.diff,correct,correct
Math_75_TBar_Patch_95496_20_cp10.diff,correct,overfitting
Math_85_jMutRepair_patch_92000_102.diff,correct,overfitting
Mockito_38_TBar_Patch_225053_31_cp12.diff,correct,overfitting
Mockito_29_Avatar_Patch_600940_73.diff,correct,overfitting
Closure_57_SimFix_patch_1527551_4.diff,correct,overfitting
Closure_14_SimFix_patch_2072013_1.diff,correct,overfitting
Math_70_jGenProg_patch_13000_134.diff,correct,overfitting
Chart_1_SimFix_patch_1626021_2.diff,correct,overfitting
Lang_33_SimFix_patch_75465_1.diff,correct,overfitting
Closure_57_SimFix_patch_217939_1.diff,correct,overfitting
Lang_55_dynamoth_patch_135419_4.diff,correct,overfitting
Math_5_SimFix_patch_99356_1.diff,correct,overfitting
Math_70_TBar_Patch_255338_28_cp28.diff,correct,correct
Chart_1_SimFix_patch_1723804_3.diff,correct,overfitting
